recommendation_19,kindle_97,True
recommendation_65,kindle_13763,True
recommendation_74343,kindle_13763,True
recommendation_514,kindle_28945,True
recommendation_648,kindle_18205,True
recommendation_210724,kindle_18205,True
recommendation_19106,kindle_4294,True
recommendation_674,kindle_24740,True
recommendation_708,kindle_2541,True
recommendation_1012,kindle_34209,True
recommendation_1098,kindle_7966,True
recommendation_15448,kindle_1825,True
recommendation_1422,kindle_1062,True
recommendation_1483,kindle_29896,True
recommendation_19910,kindle_31377,True
recommendation_143234,kindle_31377,True
recommendation_1820,kindle_2555,True
recommendation_212669,kindle_2555,True
recommendation_2022,kindle_24574,True
recommendation_2220,kindle_29893,True
recommendation_2335,kindle_36243,True
recommendation_2485,kindle_40912,True
recommendation_2653,kindle_22132,True
recommendation_4045,kindle_21217,True
recommendation_3798,kindle_14418,True
recommendation_3811,kindle_11005,True
recommendation_4157,kindle_10278,True
recommendation_4523,kindle_20773,True
recommendation_4678,kindle_3288,True
recommendation_213303,kindle_3288,True
recommendation_4982,kindle_5056,True
recommendation_5289,kindle_3245,True
recommendation_5494,kindle_4830,True
recommendation_5503,kindle_17712,True
recommendation_5940,kindle_11068,True
recommendation_58263,kindle_35903,True
recommendation_6265,kindle_12141,True
recommendation_6543,kindle_46655,True
recommendation_87125,kindle_46655,True
recommendation_6625,kindle_35900,True
recommendation_71696,kindle_3971,True
recommendation_6874,kindle_30769,True
recommendation_7608,kindle_15249,True
recommendation_7732,kindle_13306,True
recommendation_9776,kindle_13306,True
recommendation_8146,kindle_4636,True
recommendation_8202,kindle_47861,True
recommendation_8359,kindle_4581,True
recommendation_61047,kindle_4581,True
recommendation_8637,kindle_21301,True
recommendation_139187,kindle_21301,True
recommendation_8956,kindle_41211,True
recommendation_9081,kindle_35791,True
recommendation_61480,kindle_35791,True
recommendation_9197,kindle_2674,True
recommendation_9396,kindle_43189,True
recommendation_9465,kindle_24642,True
recommendation_125755,kindle_24642,True
recommendation_22003,kindle_16130,True
recommendation_9922,kindle_26077,True
recommendation_10408,kindle_4279,True
recommendation_17475,kindle_23849,True
recommendation_86569,kindle_35317,True
recommendation_10994,kindle_37598,True
recommendation_198710,kindle_10523,True
recommendation_11270,kindle_3906,True
recommendation_38108,kindle_7912,True
recommendation_11522,kindle_44147,True
recommendation_12323,kindle_37599,True
recommendation_12354,kindle_15236,True
recommendation_12866,kindle_14957,True
recommendation_12866,kindle_26171,True
recommendation_18804,kindle_8260,True
recommendation_187737,kindle_8260,True
recommendation_53348,kindle_8237,True
recommendation_13697,kindle_25019,True
recommendation_14467,kindle_35607,True
recommendation_14468,kindle_35606,True
recommendation_201234,kindle_5887,True
recommendation_14723,kindle_19392,True
recommendation_258447,kindle_19392,True
recommendation_164419,kindle_33074,True
recommendation_14967,kindle_16133,True
recommendation_14989,kindle_21530,True
recommendation_15341,kindle_1296,True
recommendation_15569,kindle_32630,True
recommendation_16038,kindle_34166,True
recommendation_16068,kindle_40178,True
recommendation_16687,kindle_23848,True
recommendation_17436,kindle_9149,True
recommendation_86921,kindle_33201,True
recommendation_18416,kindle_25037,True
recommendation_18520,kindle_2652,True
recommendation_18535,kindle_8293,True
recommendation_18558,kindle_3606,True
recommendation_18686,kindle_37805,True
recommendation_19056,kindle_26771,True
recommendation_37595,kindle_29331,True
recommendation_19320,kindle_10282,True
recommendation_25774,kindle_31373,True
recommendation_19661,kindle_25258,True
recommendation_22404,kindle_37600,True
recommendation_58318,kindle_35282,True
recommendation_141679,kindle_35281,True
recommendation_43859,kindle_34091,True
recommendation_20870,kindle_5315,True
recommendation_21636,kindle_21902,True
recommendation_22000,kindle_16134,True
recommendation_22878,kindle_35945,True
recommendation_23402,kindle_46519,True
recommendation_23889,kindle_25260,True
recommendation_24433,kindle_41202,True
recommendation_24758,kindle_19384,True
recommendation_25701,kindle_31300,True
recommendation_25882,kindle_12570,True
recommendation_27389,kindle_11300,True
recommendation_28503,kindle_42108,True
recommendation_28623,kindle_27942,True
recommendation_28759,kindle_41382,True
recommendation_30061,kindle_41855,True
recommendation_36410,kindle_19573,True
recommendation_31771,kindle_26103,True
recommendation_165635,kindle_24719,True
recommendation_31815,kindle_9777,True
recommendation_31967,kindle_26192,True
recommendation_32352,kindle_22301,True
recommendation_33953,kindle_46648,True
recommendation_38172,kindle_13560,True
recommendation_35536,kindle_12571,True
recommendation_101426,kindle_13764,True
recommendation_37916,kindle_9781,True
recommendation_38081,kindle_7930,True
recommendation_38174,kindle_3564,True
recommendation_38543,kindle_47034,True
recommendation_38730,kindle_27160,True
recommendation_38754,kindle_15410,True
recommendation_39474,kindle_35944,True
recommendation_40725,kindle_36368,True
recommendation_40789,kindle_11403,True
recommendation_42154,kindle_47106,True
recommendation_175724,kindle_24845,True
recommendation_43769,kindle_47522,True
recommendation_44234,kindle_7669,True
recommendation_44339,kindle_13506,True
recommendation_45806,kindle_12250,True
recommendation_45904,kindle_35067,True
recommendation_46180,kindle_9521,True
recommendation_47110,kindle_31563,True
recommendation_49210,kindle_41642,True
recommendation_49947,kindle_8217,True
recommendation_50109,kindle_34776,True
recommendation_50566,kindle_3793,True
recommendation_52142,kindle_44636,True
recommendation_52397,kindle_3267,True
recommendation_52415,kindle_22183,True
recommendation_52419,kindle_3208,True
recommendation_52568,kindle_42989,True
recommendation_54649,kindle_5379,True
recommendation_61728,kindle_21264,True
recommendation_61013,kindle_11491,True
recommendation_56156,kindle_4563,True
