goodreads_34,kindle_3245,TRUE
goodreads_31103,kindle_3612,TRUE
goodreads_335,kindle_1083,TRUE
goodreads_344,kindle_2493,TRUE
goodreads_12528,kindle_2493,TRUE
goodreads_555,kindle_21126,TRUE
goodreads_607,kindle_956,TRUE
goodreads_766,kindle_19383,TRUE
goodreads_774,kindle_311,TRUE
goodreads_805,kindle_30046,TRUE
goodreads_842,kindle_29894,TRUE
goodreads_908,kindle_24874,TRUE
goodreads_1020,kindle_24906,TRUE
goodreads_1099,kindle_27108,TRUE
goodreads_1145,kindle_27492,TRUE
goodreads_1186,kindle_41003,TRUE
goodreads_1310,kindle_15075,TRUE
goodreads_1358,kindle_11998,TRUE
goodreads_1468,kindle_292,TRUE
goodreads_1681,kindle_40383,TRUE
goodreads_1803,kindle_739,TRUE
goodreads_1808,kindle_4292,TRUE
goodreads_8001,kindle_4292,TRUE
goodreads_1885,kindle_26171,TRUE
goodreads_2255,kindle_48695,TRUE
goodreads_2299,kindle_5878,TRUE
goodreads_2326,kindle_46425,TRUE
goodreads_2384,kindle_8197,TRUE
goodreads_2483,kindle_10550,TRUE
goodreads_47883,kindle_10550,TRUE
goodreads_2622,kindle_26807,TRUE
goodreads_2671,kindle_48697,TRUE
goodreads_2844,kindle_26000,TRUE
goodreads_2870,kindle_28245,TRUE
goodreads_2920,kindle_7891,TRUE
goodreads_3194,kindle_8126,TRUE
goodreads_3246,kindle_25117,TRUE
goodreads_3248,kindle_12792,TRUE
goodreads_3379,kindle_17712,TRUE
goodreads_3410,kindle_18183,TRUE
goodreads_3421,kindle_13579,TRUE
goodreads_3466,kindle_4635,TRUE
goodreads_3503,kindle_11395,TRUE
goodreads_3641,kindle_21903,TRUE
goodreads_37110,kindle_21903,TRUE
goodreads_3678,kindle_22183,TRUE
goodreads_3900,kindle_22898,TRUE
goodreads_3901,kindle_3477,TRUE
goodreads_3961,kindle_47329,TRUE
goodreads_4288,kindle_19408,TRUE
goodreads_4470,kindle_30632,TRUE
goodreads_4514,kindle_26704,TRUE
goodreads_4545,kindle_21100,TRUE
goodreads_4620,kindle_10527,TRUE
goodreads_4639,kindle_10373,TRUE
goodreads_4717,kindle_22897,TRUE
goodreads_4893,kindle_3101,TRUE
goodreads_5000,kindle_4218,TRUE
goodreads_5217,kindle_44708,TRUE
goodreads_5453,kindle_4198,TRUE
goodreads_5741,kindle_46744,TRUE
goodreads_5754,kindle_12664,TRUE
goodreads_5816,kindle_25784,TRUE
goodreads_6026,kindle_8479,TRUE
goodreads_6302,kindle_27181,TRUE
goodreads_6415,kindle_3620,TRUE
goodreads_6598,kindle_38431,TRUE
goodreads_6678,kindle_25575,TRUE
goodreads_6905,kindle_3432,TRUE
goodreads_6909,kindle_28327,TRUE
goodreads_7031,kindle_35142,TRUE
goodreads_7725,kindle_26762,TRUE
goodreads_7787,kindle_3312,TRUE
goodreads_7796,kindle_468,TRUE
goodreads_7867,kindle_6474,TRUE
goodreads_7945,kindle_14087,TRUE
goodreads_8090,kindle_10246,TRUE
goodreads_8104,kindle_46736,TRUE
goodreads_8210,kindle_2687,TRUE
goodreads_8268,kindle_40980,TRUE
goodreads_8302,kindle_1997,TRUE
goodreads_8720,kindle_44502,TRUE
goodreads_8906,kindle_30740,TRUE
goodreads_9027,kindle_272,TRUE
goodreads_32524,kindle_272,TRUE
goodreads_9110,kindle_13560,TRUE
goodreads_9178,kindle_28247,TRUE
goodreads_9313,kindle_25720,TRUE
goodreads_9354,kindle_7951,TRUE
goodreads_9366,kindle_13930,TRUE
goodreads_9373,kindle_21685,TRUE
goodreads_9548,kindle_26691,TRUE
goodreads_9563,kindle_20429,TRUE
goodreads_9637,kindle_2340,TRUE
goodreads_43556,kindle_2340,TRUE
goodreads_10109,kindle_19325,TRUE
goodreads_10242,kindle_6373,TRUE
goodreads_10551,kindle_44497,TRUE
goodreads_10804,kindle_10582,TRUE
goodreads_10825,kindle_25541,TRUE
goodreads_23953,kindle_25541,TRUE
goodreads_36314,kindle_25541,TRUE
goodreads_10846,kindle_47812,TRUE
goodreads_10858,kindle_36385,TRUE
goodreads_11016,kindle_10022,TRUE
goodreads_11026,kindle_9456,TRUE
goodreads_11133,kindle_35317,TRUE
goodreads_11202,kindle_27341,TRUE
goodreads_11541,kindle_31808,TRUE
goodreads_11634,kindle_18081,TRUE
goodreads_11915,kindle_10187,TRUE
goodreads_12023,kindle_29502,TRUE
goodreads_12039,kindle_20091,TRUE
goodreads_49762,kindle_20091,TRUE
goodreads_12154,kindle_3255,TRUE
goodreads_12405,kindle_16092,TRUE
